Medicine_ID,Counterfeit_Weight,DistArea_ID,Active_Since,Medicine_MRP,Medicine_Type,SidEffect_Level,Availability_rating,Area_Type,Area_City_Type,Area_dist_level,Counterfeit_Sales
NUW49,10.43,Area046,1995,163.1024,Antiseptics,mild,0.064847425,DownTown,Tier 1,Small,1327.4192
GZY85,9.535,Area018,2007,192.495,Tranquilizers,mild,0.027518575,Industrial,Tier 3,Medium,2493.235
XZA11,18.15,Area013,1985,204.4478,OralContraceptives,critical,0.172722816,DownTown,Tier 3,High,5925.434
ZFU57,NA,Area027,1983,191.8976,Antiseptics,mild,0.07211748,CityLimits,Tier 3,Medium,4278.2448
ZCZ64,18.65,Area035,2002,89.7618,MuscleRelaxants,mild,0.033555958,DownTown,Tier 2,Small,1885.3596
GVZ23,NA,Area019,1983,60.8324,Cardiac,mild,0.184383506,MidTownResidential,Tier 1,Small,320.7296
AAS12,15.8,Area017,2005,170.2604,Tranquilizers,mild,0.103286009,DownTown,Tier 2,Unknown,2331.4456
DAD76,15.8,Area046,1995,163.3998,Antipyretics,mild,0.074986574,DownTown,Tier 1,Small,5034.5936
OPR10,10.695,Area017,2005,238.172,Analgesics,mild,0.173235723,DownTown,Tier 2,Unknown,1697.604
QYX54,9.205,Area045,2000,258.6408,Hreplacements,mild,0.023032624,DownTown,Tier 2,Unknown,864.0224
RQS74,NA,Area019,1983,193.6292,OralContraceptives,mild,0.129928924,MidTownResidential,Tier 1,Small,477.8584
BSQ74,NA,Area019,1983,131.673,MuscleRelaxants,mild,0.024835436,MidTownResidential,Tier 1,Small,359.346
GVZ23,9.8,Area046,1995,62.8324,Cardiac,mild,0.110884718,DownTown,Tier 1,Small,1307.4452
INU15,9.6,Area035,2002,98.0198,Antipyretics,critical,0.051204311,DownTown,Tier 2,Small,1944.6158
TNK24,9.275,Area046,1995,94.825,Mstablizers,mild,0.027631149,DownTown,Tier 1,Small,529.125
YKM69,14.8,Area045,2000,155.7102,Antibiotics,critical,0.173044589,DownTown,Tier 2,Unknown,3612.4448
IUR77,NA,Area027,1983,266.4646,Antiseptics,mild,0.04230277,CityLimits,Tier 3,Medium,6039.2858
KYJ80,7.085,Area035,2002,191.666,Hreplacements,critical,0.053351229,DownTown,Tier 2,Small,2090.426
KXG14,10.8,Area017,2005,42.39,Analgesics,mild,0.055123243,DownTown,Tier 2,Unknown,545.77
YUE24,18.05,Area045,2000,268.3988,Antibiotics,mild,0.094485126,DownTown,Tier 2,Unknown,9107.958
OSG85,NA,Area027,1983,168.7288,OralContraceptives,critical,0.162288779,CityLimits,Tier 3,Medium,3098.4472
RFA13,18.9,Area046,1995,56.306,Antifungal,critical,0.013,DownTown,Tier 1,Small,439.242
GWU14,19.5,Area018,2007,260.5092,Antibiotics,critical,0.079567121,Industrial,Tier 3,Medium,3101.1104
ROJ11,12.9,Area010,1996,153.3154,Analgesics,mild,0.081535039,MidTownResidential,Tier 3,Unknown,396.6308
NQY36,8.165,Area018,2007,222.3218,Hreplacements,mild,0.070062186,Industrial,Tier 3,Medium,2463.9398
NKD77,8.575,Area049,1997,156.276,Hreplacements,mild,0.040991093,DownTown,Tier 1,Medium,3628.424
IBB12,19.5,Area046,1995,207.811,Antibiotics,mild,0.102901774,DownTown,Tier 1,Small,505.822
IAR88,14.8,Area035,2002,199.4872,Analgesics,mild,0.013,DownTown,Tier 2,Small,2003.872
RLY93,10.3,Area013,1985,46.419,Analgesics,mild,0.051892859,DownTown,Tier 3,High,1211.57
WKS47,20.4,Area013,1985,49.1138,Antipyretics,mild,0.058270426,DownTown,Tier 3,High,844.0484
FYH15,19.15,Area035,2002,270.5936,Antimalarial,critical,0.033942867,DownTown,Tier 2,Small,4288.8976
FCG79,11.6,Area018,2007,124.5176,Antibiotics,critical,0.043693756,Industrial,Tier 3,Medium,2288.8344
CYW14,7.68,Area046,1995,155.447,Antiseptics,mild,0.028162573,DownTown,Tier 1,Small,3119.087
LCH20,NA,Area027,1983,47.3506,OralContraceptives,critical,0.013,CityLimits,Tier 3,Medium,1099.7156
PRU14,16.3,Area010,1996,136.6362,Tranquilizers,mild,0.132461188,MidTownResidential,Tier 3,Unknown,616.3448
KAF29,16.4,Area046,1995,169.5604,Mstablizers,mild,0.108158081,DownTown,Tier 1,Small,2965.2872
VSA14,17.5,Area018,2007,201.9162,Antiseptics,mild,0.063545502,Industrial,Tier 3,Medium,1844.7458
GKZ14,7.245,Area018,2007,139.6652,Antiseptics,mild,0.106405156,Industrial,Tier 3,Medium,4504.6168
VSL11,13.1,Area010,1996,234.5772,Antipyretics,critical,0.192191782,MidTownResidential,Tier 3,Unknown,780.1316
NRV87,21,Area049,1997,266.4014,Cardiac,critical,0.173951491,DownTown,Tier 1,Medium,3173.0168
CEI26,NA,Area019,1983,155.3128,Antipyretics,mild,0.115157958,MidTownResidential,Tier 1,Small,256.8128
TQD35,20.3,Area018,2007,222.2244,Tranquilizers,mild,0.030791458,Industrial,Tier 3,Medium,2230.244
LRF62,13.6,Area049,1997,126.2834,Hreplacements,mild,0.049997104,DownTown,Tier 1,Medium,2186.3012
PNR62,13.6,Area010,1996,117.3938,Analgesics,mild,0.129261335,MidTownResidential,Tier 3,Unknown,327.3876
AAJ32,9.4,Area045,2000,220.7902,Antibiotics,mild,0.14129573,DownTown,Tier 2,Unknown,5422.755
UCB79,17.15,Area046,1995,226.9166,Antacids,mild,0.082100548,DownTown,Tier 1,Small,4249.6154
NJQ14,16.15,Area046,1995,171.5578,Antibiotics,critical,0.048257037,DownTown,Tier 1,Small,4284.9028
TNC52,20.3,Area046,1995,196.8214,Antibiotics,critical,0.078633934,DownTown,Tier 1,Small,2374.0568
BEY15,6.785,Area035,2002,176.5842,Tranquilizers,mild,0.055743728,DownTown,Tier 2,Small,2102.4104
QHL12,20.3,Area035,2002,199.1872,Antiseptics,mild,0.142309277,DownTown,Tier 2,Small,3705.6568
GLJ63,17.4,Area017,2005,108.741,Antibiotics,critical,0.013,DownTown,Tier 2,Unknown,981.869
GSG12,7.435,Area046,1995,124.586,Analgesics,mild,0.013,DownTown,Tier 1,Small,2489.906
BOM11,12.9,Area035,2002,178.3474,Stimulants,critical,0.169802171,DownTown,Tier 2,Small,4492.6324
WET13,17.5,Area049,1997,111.699,Cardiac,mild,0.116634038,DownTown,Tier 1,Medium,1144.99
VZK61,16.9,Area049,1997,252.6854,Antipyretics,mild,0.058055587,DownTown,Tier 1,Medium,2529.854
UYH58,11.695,Area013,1985,169.7604,Antiviral,mild,0.044199028,DownTown,Tier 3,High,429.9208
DAD76,15.8,Area018,2007,164.5998,Antipyretics,mild,0.075239081,Industrial,Tier 3,Medium,1804.7978
CXZ12,16.55,Area017,2005,142.5968,Antiseptics,mild,0.07453089,DownTown,Tier 2,Unknown,1809.4584
HPW53,11.4,Area045,2000,233.2088,Antibiotics,critical,0.066692878,DownTown,Tier 2,Unknown,5258.3024
SYQ15,13.4,Area049,1997,176.3526,Antiseptics,mild,0.02845846,DownTown,Tier 1,Medium,3730.9572
LIM31,NA,Area027,1983,64.4956,Hreplacements,critical,0.07927464,CityLimits,Tier 3,Medium,3115.758
RWJ12,9.6,Area018,2007,108.8384,Mstablizers,critical,0.043274175,Industrial,Tier 3,Medium,1985.2296
FRI14,8.615,Area045,2000,164.334,Hreplacements,mild,0.028332872,DownTown,Tier 2,Unknown,725.536
AUO69,16.9,Area017,2005,182.9764,Hreplacements,critical,0.11889167,DownTown,Tier 2,Unknown,3033.1988
IFX14,NA,Area027,1983,106.941,Antiseptics,mild,0.029910914,CityLimits,Tier 3,Medium,1657.656
FPR69,17.5,Area049,1997,185.837,OralContraceptives,critical,0.141621941,DownTown,Tier 1,Medium,3641.74
PYE12,NA,Area027,1983,155.9418,Antiseptics,mild,0.027153743,CityLimits,Tier 3,Medium,3938.6868
NCN78,18.8,Area046,1995,268.8304,OralContraceptives,mild,0.026637046,DownTown,Tier 1,Small,6312.9296
OWV84,19.55,Area018,2007,166.163,Antipyretics,critical,0.184523928,Industrial,Tier 3,Medium,2459.945
OPV12,NA,Area027,1983,195.8608,Antimalarial,mild,0.022950343,CityLimits,Tier 3,Medium,3420.6944
WEX14,NA,Area019,1983,64.5298,Statins,mild,0.050160705,MidTownResidential,Tier 1,Small,274.7894
LEE78,13.4,Area018,2007,116.828,Antibiotics,mild,0.161986013,Industrial,Tier 3,Medium,1284.808
OZE92,17.55,Area013,1985,101.4804,Cardiac,mild,0.091103689,DownTown,Tier 3,High,2042.4884
ERL10,9.085,Area018,2007,112.8306,Antipyretics,mild,0.153121306,Industrial,Tier 3,Medium,1471.8978
OIY11,11.4,Area010,1996,128.415,Cardiac,mild,0.053446145,MidTownResidential,Tier 3,Unknown,229.515
PMV74,13.65,Area017,2005,130.2124,Hreplacements,mild,0.106824276,DownTown,Tier 2,Unknown,2127.7108
AWN68,17,Area035,2002,70.5536,Antibiotics,critical,0.031926773,DownTown,Tier 2,Small,1276.8184
JWE14,21.65,Area035,2002,89.4328,Antiseptics,mild,0.034322439,DownTown,Tier 2,Small,1348.7248
TVD11,NA,Area027,1983,210.4742,Cardiac,critical,0.06636162,CityLimits,Tier 3,Medium,6284.3002
QQK28,NA,Area027,1983,157.8392,OralContraceptives,mild,0.151777108,CityLimits,Tier 3,Medium,5332.872
SKK32,13.4,Area035,2002,188.866,Statins,mild,0.029823566,DownTown,Tier 2,Small,3888.086
SKG14,21.65,Area046,1995,194.4292,Antimalarial,mild,0.096799283,DownTown,Tier 1,Small,2302.1504
NVY75,19.4,Area046,1995,137.8336,Antiseptics,mild,0.061940428,DownTown,Tier 1,Small,1902.6704
JKD14,13.9,Area018,2007,43.7874,Antipyretics,mild,0.03729329,Industrial,Tier 3,Medium,218.8622
AEN20,8.8,Area049,1997,133.0072,Cardiac,mild,0.063829881,DownTown,Tier 1,Medium,1583.0864
EOK39,21.8,Area017,2005,93.5592,OralContraceptives,critical,0.013,DownTown,Tier 2,Unknown,1268.8288
IOG99,18.05,Area017,2005,47.7822,Analgesics,critical,0.037994069,DownTown,Tier 2,Unknown,662.9508
RID69,19.15,Area010,1996,160.505,OralContraceptives,mild,0.123152524,MidTownResidential,Tier 3,Unknown,262.805
XBT14,14.8,Area045,2000,95.854,Mstablizers,mild,0.073603014,DownTown,Tier 2,Unknown,1844.08
IRM25,14.15,Area013,1985,209.3768,Antibiotics,mild,0.046192524,DownTown,Tier 3,High,3266.2288
INQ59,13.65,Area010,1996,58.1692,Antipyretics,critical,0.134174241,MidTownResidential,Tier 3,Unknown,162.2692
SWZ52,11.4,Area017,2005,70.9878,Statins,mild,0.059848053,DownTown,Tier 2,Unknown,476.5268
RGM13,12.3,Area013,1985,112.2358,Tranquilizers,mild,0.06789331,DownTown,Tier 3,High,1218.8938
XHP42,15.45,Area035,2002,254.0828,Hreplacements,mild,0.047868095,DownTown,Tier 2,Small,6692.4356
UKE70,21.9,Area013,1985,85.1696,Antiseptics,mild,0.083933894,DownTown,Tier 3,High,336.7088
GLS37,7.065,Area049,1997,47.5164,Mstablizers,mild,0.0951398,DownTown,Tier 1,Medium,692.246
WDS14,9.31,Area010,1996,46.9532,Statins,mild,0.130580062,MidTownResidential,Tier 3,Unknown,184.9064
NNX49,12.1,Area045,2000,253.5144,Antibiotics,mild,0.062819857,DownTown,Tier 2,Unknown,1338.072
FVD11,17,Area017,2005,52.477,Statins,mild,0.043877303,DownTown,Tier 2,Unknown,848.709
SPZ10,9.9,Area049,1997,102.1146,Antiseptics,mild,0.082524391,DownTown,Tier 1,Medium,2484.5796
RSY89,NA,Area027,1983,66.293,Tranquilizers,mild,0.089860103,CityLimits,Tier 3,Medium,1584.418
HTY10,7.66,Area018,2007,57.806,Antibiotics,mild,0.134034655,Industrial,Tier 3,Medium,1184.938
RMO57,6.62,Area035,2002,110.9674,Tranquilizers,mild,0.105865746,DownTown,Tier 2,Small,2761.5524
UMX23,NA,Area027,1983,121.4202,Antimalarial,critical,0.088753207,CityLimits,Tier 3,Medium,3263.5656
BCL11,NA,Area019,1983,254.646,Antiseptics,mild,0.116188491,MidTownResidential,Tier 1,Small,359.346
MGN14,NA,Area027,1983,209.6426,OralContraceptives,critical,0.085559351,CityLimits,Tier 3,Medium,3870.1094
KJO51,8.735,Area013,1985,215.5638,Antifungal,mild,0.135735471,DownTown,Tier 3,High,3633.0846
KRS13,7.915,Area046,1995,261.9408,Cardiac,critical,0.104971856,DownTown,Tier 1,Small,6121.1792
NFO12,12.6,Area046,1995,258.1118,Mstablizers,mild,0.069434817,DownTown,Tier 1,Small,3077.1416
UET42,12.195,Area035,2002,142.2284,Antibiotics,mild,0.048740763,DownTown,Tier 2,Small,772.142
JRP10,12.8,Area046,1995,111.1358,OralContraceptives,critical,0.138602951,DownTown,Tier 1,Small,2224.2518
BRW14,NA,Area027,1983,209.2768,Cardiac,mild,0.129762173,CityLimits,Tier 3,Medium,4842.8432
BNU14,8.85,Area013,1985,134.2072,Antibiotics,critical,0.043918873,DownTown,Tier 3,High,1215.5648
YCY11,21.8,Area018,2007,119.7596,Mstablizers,mild,0.132848041,Industrial,Tier 3,Medium,544.4384
WAQ97,6.625,Area017,2005,63.5298,Antipyretics,critical,0.152464425,DownTown,Tier 2,Unknown,1353.3854
BJQ15,7.975,Area046,1995,43.6874,Antiseptics,mild,0.034666335,DownTown,Tier 1,Small,1348.059
ONO10,17.8,Area046,1995,193.6292,Stimulants,critical,0.079249551,DownTown,Tier 1,Small,2119.7212
ARR74,11.495,Area049,1997,159.3076,Hreplacements,mild,0.120564024,DownTown,Tier 1,Medium,1295.4608
ELK66,20.5,Area045,2000,165.7314,Cardiac,critical,0.098122855,DownTown,Tier 2,Unknown,3681.0222
XQB11,17,Area018,2007,124.4202,Cardiac,critical,0.128031783,Industrial,Tier 3,Medium,900.6414
ZQW57,20,Area013,1985,60.5324,Analgesics,mild,0.027580886,DownTown,Tier 3,High,736.1888
RSY89,14.95,Area018,2007,65.393,Tranquilizers,mild,0.090548732,Industrial,Tier 3,Medium,565.744
BTP27,NA,Area027,1983,108.9068,OralContraceptives,mild,0.035457694,CityLimits,Tier 3,Medium,2543.17
YEN19,7.41,Area045,2000,139.8968,Antibiotics,critical,0.116129612,DownTown,Tier 2,Unknown,2461.9424
VOY38,8.15,Area017,2005,272.3594,OralContraceptives,mild,0.036012718,DownTown,Tier 2,Unknown,1682.9564
XPC22,NA,Area027,1983,88.767,Antimalarial,mild,0.039933321,CityLimits,Tier 3,Medium,3405.381
DHT27,8.775,Area017,2005,253.7854,Antibiotics,mild,0.162360698,DownTown,Tier 2,Unknown,1804.7978
DVZ11,10.3,Area018,2007,180.5474,Antiseptics,mild,0.032586115,Industrial,Tier 3,Medium,4324.185
HMA57,16.4,Area013,1985,205.511,Hreplacements,mild,0.013,DownTown,Tier 3,High,3255.576
COQ16,12.65,Area046,1995,111.8016,Hreplacements,critical,0.013,DownTown,Tier 1,Small,315.4032
EVB28,16.3,Area049,1997,75.5168,Analgesics,mild,0.062155769,DownTown,Tier 1,Medium,1071.752
PGC13,7.74,Area046,1995,108.57,Antacids,mild,0.013,DownTown,Tier 1,Small,2509.88
CQU27,7.745,Area010,1996,105.3436,Mstablizers,mild,0.062697923,MidTownResidential,Tier 3,Unknown,207.5436
VPX10,16.1,Area045,2000,199.5846,Antimalarial,mild,0.094206491,DownTown,Tier 2,Unknown,1832.7614
RLS13,NA,Area027,1983,157.7102,Antibiotics,critical,0.061924811,CityLimits,Tier 3,Medium,3320.8244
HRW59,9.48,Area035,2002,66.9588,OralContraceptives,critical,0.095386011,DownTown,Tier 2,Small,800.1056
JJD44,16.5,Area045,2000,104.4752,Analgesics,mild,0.063279604,DownTown,Tier 2,Unknown,2222.2544
NOA32,NA,Area027,1983,88.296,Mstablizers,mild,0.093203852,CityLimits,Tier 3,Medium,2829.464
XUF12,10.06,Area017,2005,136.5336,Tranquilizers,mild,0.063335829,DownTown,Tier 2,Unknown,1519.1696
HPD36,19.4,Area018,2007,169.2288,Antipyretics,mild,0.191694026,Industrial,Tier 3,Medium,1684.288
DQX15,NA,Area027,1983,72.5168,Tranquilizers,mild,0.040580163,CityLimits,Tier 3,Medium,1774.8368
SYW15,6.605,Area049,1997,192.1608,Antimalarial,critical,0.06010181,DownTown,Tier 1,Medium,4707.02
PNT79,14.15,Area049,1997,53.8428,Hreplacements,mild,0.134914662,DownTown,Tier 1,Medium,728.1992
NCG56,NA,Area027,1983,197.5556,Antibiotics,critical,0.060704151,CityLimits,Tier 3,Medium,4619.1344
IKU77,NA,Area027,1983,66.7588,Hreplacements,critical,0.02568995,CityLimits,Tier 3,Medium,1086.3996
MZW14,NA,Area027,1983,224.685,Antipyretics,mild,0.08281517,CityLimits,Tier 3,Medium,4440.7
OEQ12,16.3,Area045,2000,57.2744,Hreplacements,mild,0.071513255,DownTown,Tier 2,Unknown,792.116
LOK28,10.6,Area049,1997,133.5388,Statins,mild,0.055357203,DownTown,Tier 1,Medium,1970.582
OJT30,20.55,Area049,1997,64.8956,Antipyretics,mild,0.114932076,DownTown,Tier 1,Medium,877.3384
QRB67,20.65,Area013,1985,174.8184,Mstablizers,critical,0.075476391,DownTown,Tier 3,High,1764.184
IWE13,12.65,Area017,2005,192.2608,Antipyretics,critical,0.036454399,DownTown,Tier 2,Unknown,1766.8472
KSA50,20,Area049,1997,121.3886,Antibiotics,mild,0.050681448,DownTown,Tier 1,Medium,335.3772
LYV84,7.355,Area046,1995,171.192,Antibiotics,mild,0.038408702,DownTown,Tier 1,Small,2509.88
HIM13,9.695,Area045,2000,111.2042,Hreplacements,mild,0.052572298,DownTown,Tier 2,Unknown,1799.4714
DJA22,NA,Area027,1983,135.8704,Hreplacements,critical,0.106202196,CityLimits,Tier 3,Medium,1114.3632
CSE13,NA,Area027,1983,187.337,Mstablizers,critical,0.029979326,CityLimits,Tier 3,Medium,3465.303
KFT87,10.495,Area046,1995,109.5016,Antibiotics,critical,0.135304725,DownTown,Tier 1,Small,922.6128
QTJ15,22.4,Area035,2002,244.2958,Antiseptics,mild,0.023600287,DownTown,Tier 2,Small,1982.5664
SKG14,21.65,Area017,2005,192.0292,Antimalarial,mild,0.097273286,DownTown,Tier 2,Unknown,4126.4424
RGM13,12.3,Area018,2007,110.6358,Tranquilizers,mild,0.068162827,Industrial,Tier 3,Medium,1017.8222
IAS38,11.4,Area045,2000,210.5084,Tranquilizers,mild,0.067741627,DownTown,Tier 2,Unknown,3287.5344
SGZ11,NA,Area027,1983,87.3644,Mstablizers,critical,0.064366901,CityLimits,Tier 3,Medium,3334.1404
DDK20,10.23,Area018,2007,161.734,Antipyretics,mild,0.041533032,Industrial,Tier 3,Medium,1338.072
KKK25,10.3,Area049,1997,112.5016,Antiseptics,mild,0.045072321,DownTown,Tier 1,Medium,1529.8224
WUK60,21.55,Area035,2002,258.4092,Antipyretics,critical,0.035507877,DownTown,Tier 2,Small,4844.1748
XAL40,7.065,Area049,1997,132.8098,OralContraceptives,mild,0.085410764,DownTown,Tier 1,Medium,1197.5882
OGP11,20.5,Area018,2007,236.5062,Antifungal,critical,0.018611367,Industrial,Tier 3,Medium,1692.9434
SGZ11,10.495,Area049,1997,89.5644,Mstablizers,critical,0.064697108,DownTown,Tier 1,Medium,977.2084
SVE76,9.955,Area046,1995,129.9756,Hreplacements,critical,0.10119473,DownTown,Tier 1,Small,2536.512
VQW12,12.8,Area045,2000,95.254,Antipyretics,critical,0.033611526,DownTown,Tier 2,Unknown,978.54
RWW49,NA,Area027,1983,104.712,Analgesics,mild,0.085928316,CityLimits,Tier 3,Medium,1417.968
EDM63,18.9,Area049,1997,54.2402,Antacids,critical,0.0290526,DownTown,Tier 1,Medium,1399.3256
WIW15,20.65,Area045,2000,120.5544,Hreplacements,critical,0.031600249,DownTown,Tier 2,Unknown,3021.2144
DAZ24,19.15,Area049,1997,137.502,Hreplacements,mild,0.05753262,DownTown,Tier 1,Medium,2769.542
OWV84,NA,Area019,1983,168.163,Antipyretics,critical,0.312097859,MidTownResidential,Tier 1,Small,582.389
AJF83,20.65,Area013,1985,172.7868,Analgesics,critical,0.052895009,DownTown,Tier 3,High,4535.2436
JZA46,14.3,Area045,2000,208.8426,Cardiac,critical,0.096683243,DownTown,Tier 2,Unknown,1299.4556
IKU77,14.95,Area035,2002,69.1588,Hreplacements,critical,0.025749289,DownTown,Tier 2,Small,1086.3996
DWE31,NA,Area027,1983,273.9594,Antacids,critical,0.076554289,CityLimits,Tier 3,Medium,3514.5722
DKY10,18.3,Area018,2007,238.3352,Hreplacements,critical,0.029030344,Industrial,Tier 3,Medium,2861.4224
UNK81,16.55,Area017,2005,224.7192,OralContraceptives,mild,0.103324849,DownTown,Tier 2,Unknown,5074.5416
VOE12,NA,Area027,1983,238.4352,Antimalarial,critical,0.04970437,CityLimits,Tier 3,Medium,9503.4432
QVX70,16.8,Area049,1997,114.4332,Antibiotics,critical,0.039342897,DownTown,Tier 1,Medium,1343.3984
RNM14,8.445,Area035,2002,169.7578,OralContraceptives,mild,0.030783501,DownTown,Tier 2,Small,3322.156
OYN80,8.535,Area010,1996,207.8452,Hreplacements,mild,0.180316771,MidTownResidential,Tier 3,Unknown,308.7452
PAN11,11.8,Area017,2005,130.0098,OralContraceptives,mild,0.084660976,DownTown,Tier 2,Unknown,2523.196
FKP38,NA,Area019,1983,190.2318,Antibiotics,mild,0.052576776,MidTownResidential,Tier 1,Small,473.8636
HCT14,17.55,Area045,2000,164.5682,Antibiotics,critical,0.062074897,DownTown,Tier 2,Unknown,3467.3004
YJY59,11.3,Area017,2005,255.7144,Antibiotics,mild,0.051904624,DownTown,Tier 2,Unknown,6728.3888
YSA54,21.05,Area017,2005,112.5332,Antiseptics,mild,0.02738222,DownTown,Tier 2,Unknown,3188.996
AUN97,9.72,Area018,2007,238.1352,Cardiac,critical,0.043968306,Industrial,Tier 3,Medium,3548.528
OJS40,14.4,Area035,2002,128.1782,Antipyretics,mild,0.013,DownTown,Tier 2,Small,2854.0986
WJW10,10.9,Area045,2000,174.5184,Antiseptics,mild,0.013,DownTown,Tier 2,Unknown,2094.4208
PYJ13,10.695,Area017,2005,116.728,Hreplacements,mild,0.112681254,DownTown,Tier 2,Unknown,2030.504
PNU88,12.195,Area018,2007,266.2672,Tranquilizers,mild,0.034037197,Industrial,Tier 3,Medium,4970.6768
XZA11,NA,Area019,1983,203.4478,OralContraceptives,critical,0.292886948,MidTownResidential,Tier 1,Small,500.4956
OYJ39,20.15,Area046,1995,140.0626,Tranquilizers,mild,0.029107549,DownTown,Tier 1,Small,3129.7398
AHC49,10.495,Area018,2007,193.9634,Hreplacements,mild,0.121330902,Industrial,Tier 3,Medium,2839.451
SSW11,20.4,Area045,2000,158.3418,Antibiotics,critical,0.038924623,DownTown,Tier 2,Unknown,3938.6868
IZR59,6.33,Area045,2000,129.6756,Antiseptics,mild,0.021664064,DownTown,Tier 2,Unknown,718.878
GKK14,18.9,Area049,1997,131.1782,Hreplacements,critical,0.060330801,DownTown,Tier 1,Medium,2734.9204
PJX11,22.55,Area018,2007,157.0102,Antiseptics,mild,0.037756031,Industrial,Tier 3,Medium,1716.9122
NJZ80,15.15,Area049,1997,241.73,Stimulants,critical,0.069406129,DownTown,Tier 1,Medium,3142.39
DBL51,8.28,Area017,2005,93.6934,Cardiac,mild,0.0543383,DownTown,Tier 2,Unknown,604.3604
LJC15,9.025,Area045,2000,260.5092,Cardiac,mild,0.060879864,DownTown,Tier 2,Unknown,4097.1472
WGT10,16,Area018,2007,154.8128,Statins,mild,0.034005399,Industrial,Tier 3,Medium,2701.6304
JBC11,18.9,Area017,2005,47.519,Hreplacements,critical,0.054615224,DownTown,Tier 2,Unknown,479.19
UYQ40,17.15,Area049,1997,48.1506,Cardiac,mild,0.09167708,DownTown,Tier 1,Medium,454.5554
WOT11,19.9,Area046,1995,162.4366,Hreplacements,mild,0.028769693,DownTown,Tier 1,Small,1926.6392
QNR20,18,Area017,2005,191.1292,Cardiac,mild,0.115633047,DownTown,Tier 2,Unknown,3579.1548
XHP14,11.495,Area017,2005,54.5428,Hreplacements,mild,0.05517956,DownTown,Tier 2,Unknown,816.0848
LZC90,8.265,Area017,2005,168.4604,Antiseptics,mild,0.041710065,DownTown,Tier 2,Unknown,2806.8268
ELK66,20.5,Area049,1997,163.8314,Cardiac,critical,0.098082648,DownTown,Tier 1,Medium,2284.8396
PYC12,8.08,Area046,1995,104.512,Mstablizers,critical,0.153163038,DownTown,Tier 1,Small,1138.332
KSJ33,8.085,Area018,2007,54.3112,Antimalarial,critical,0.055153502,Industrial,Tier 3,Medium,453.8896
IAP71,20.4,Area010,1996,195.4608,MuscleRelaxants,mild,0.16685153,MidTownResidential,Tier 3,Unknown,664.2824
YJM13,NA,Area019,1983,263.6014,Cardiac,mild,0.074753511,MidTownResidential,Tier 1,Small,623.0028
WKN59,16.9,Area010,1996,185.0054,Hreplacements,mild,0.055179884,MidTownResidential,Tier 3,Unknown,288.1054
IUR77,17.65,Area013,1985,267.2646,Antiseptics,mild,0.042420857,DownTown,Tier 3,High,4750.9628
AEF11,14.95,Area010,1996,42.9558,OralContraceptives,mild,0.079657791,MidTownResidential,Tier 3,Unknown,180.9116
LTE14,8.455,Area035,2002,44.0874,Antacids,critical,0.181154574,DownTown,Tier 2,Small,995.185
RDJ83,12.1,Area010,1996,84.238,Statins,mild,0.110805615,MidTownResidential,Tier 3,Unknown,186.238
XBT14,14.8,Area017,2005,95.454,Mstablizers,mild,0.07382246,DownTown,Tier 2,Unknown,718.878
AHC49,10.495,Area035,2002,191.5634,Hreplacements,mild,0.120870997,DownTown,Tier 2,Small,2475.9242
KXV82,8.125,Area049,1997,272.7226,Tranquilizers,mild,0.072940022,DownTown,Tier 1,Medium,4077.839
BGU29,17.5,Area049,1997,270.6278,Antibiotics,mild,0.048967107,DownTown,Tier 1,Medium,7662.5062
LKT15,22.15,Area035,2002,188.666,Mstablizers,mild,0.045442388,DownTown,Tier 2,Small,4786.916
PMC25,9.085,Area013,1985,116.7964,Antibiotics,critical,0.013,DownTown,Tier 3,High,1690.946
XRZ81,11.1,Area045,2000,46.4874,Mstablizers,critical,0.058358609,DownTown,Tier 2,Unknown,536.4488
HQH91,NA,Area027,1983,153.347,MuscleRelaxants,mild,0.132698523,CityLimits,Tier 3,Medium,3691.675
NDL93,NA,Area019,1983,239.6694,Antibiotics,critical,0.163238656,MidTownResidential,Tier 1,Small,341.3694
NNX49,NA,Area027,1983,255.7144,Antibiotics,mild,0.062478259,CityLimits,Tier 3,Medium,3788.216
YLO35,11.8,Area049,1997,174.6842,Hreplacements,critical,0.023998932,DownTown,Tier 1,Medium,1936.6262
SLY12,10.18,Area018,2007,164.3682,Statins,mild,0.013,Industrial,Tier 3,Medium,3009.8958
IEA75,17.3,Area013,1985,153.7154,Antipyretics,mild,0.10289642,DownTown,Tier 3,High,2098.4156
YPR10,17.5,Area017,2005,108.47,Cardiac,mild,0.076385859,DownTown,Tier 2,Unknown,2809.49
DSP10,12.45,Area018,2007,180.879,Hreplacements,critical,0.099281593,Industrial,Tier 3,Medium,1471.232
FPR69,17.5,Area013,1985,188.437,OralContraceptives,critical,0.141315409,DownTown,Tier 3,High,3994.614
USQ94,15.65,Area018,2007,120.6228,Tranquilizers,mild,0.030108186,Industrial,Tier 3,Medium,665.614
ZGW12,9.02,Area035,2002,90.0986,Antibiotics,mild,0.064970838,DownTown,Tier 2,Small,2449.958
ZMR15,11.995,Area017,2005,70.8904,OralContraceptives,mild,0.013,DownTown,Tier 2,Unknown,523.1328
CJQ14,14.65,Area010,1996,216.0638,Cardiac,critical,0.037482433,MidTownResidential,Tier 3,Unknown,734.1914
TTV84,17.4,Area035,2002,136.4362,OralContraceptives,critical,0.060792845,DownTown,Tier 2,Small,3384.7412
